Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard,CCAvg_to_Income,Income_Group
48,24,61,2,1.7,1,229,0,0,0,0,1,0.0279,Medium
33,7,43,4,0.8,1,0,0,0,0,0,0,0.0186,Medium
66,42,39,1,1.9,2,0,0,0,0,1,1,0.0487,Low
59,34,60,4,2.1,1,234,0,0,0,1,1,0.035,Medium
40,15,63,3,3.0,1,0,0,1,0,1,0,0.0476,Medium
36,11,8,4,0.2,3,81,0,0,0,0,1,0.025,Low
62,38,52,4,1.3,2,0,0,0,0,1,1,0.025,Medium
51,27,92,4,3.0,1,0,1,0,1,1,1,0.0326,High
58,32,111,2,1.4,1,298,0,0,0,1,0,0.0126,High
52,26,71,1,1.4,3,0,0,0,0,0,0,0.0197,Medium
41,16,25,2,0.1,2,91,0,1,0,0,0,0.004,Low
31,5,34,1,1.9,3,156,0,0,0,1,0,0.0559,Low
28,3,74,3,2.6,3,0,0,0,0,0,0,0.0351,Medium
57,31,120,2,2.0,1,0,0,0,0,0,1,0.0167,High
61,37,50,4,1.3,2,0,0,0,0,0,1,0.026,Medium
60,36,10,2,1.0,1,0,0,0,0,1,1,0.1,Low
56,29,45,4,2.5,2,113,0,0,0,1,0,0.0556,Medium
49,23,29,4,1.8,1,0,0,0,0,1,1,0.0621,Low
63,37,145,2,6.9,1,0,0,0,0,1,0,0.0476,Very_High
49,23,100,2,6.3,1,0,0,0,0,0,0,0.063,High
49,25,24,3,0.4,1,0,0,0,0,1,0,0.0167,Low
32,8,60,1,1.2,1,0,0,0,0,1,1,0.02,Medium
26,1,50,4,0.6,2,0,0,0,0,0,0,0.012,Medium
27,1,43,3,1.1,2,0,0,0,0,0,0,0.0256,Medium
57,31,79,3,4.4,1,0,0,0,0,0,1,0.0557,Medium
29,5,44,3,0.1,2,0,0,0,0,1,1,0.0023,Medium
56,30,31,4,1.5,3,0,0,0,0,1,0,0.0484,Low
59,35,14,2,1.0,1,107,0,0,0,1,0,0.0714,Low
53,28,19,4,0.8,1,106,0,0,0,0,1,0.0421,Low
54,29,111,1,1.1,2,0,1,0,0,1,0,0.0099,High
56,30,90,1,1.9,2,0,0,0,0,1,0,0.0211,High
50,25,21,2,0.7,3,129,0,0,0,0,0,0.0333,Low
51,25,104,1,4.2,2,0,1,0,0,1,0,0.0404,High
53,27,75,1,1.9,2,0,0,0,0,1,0,0.0253,Medium
37,12,175,2,7.8,1,297,0,0,0,1,1,0.0446,Very_High
32,7,98,1,4.2,1,171,1,1,1,0,0,0.0429,High
49,23,41,4,0.1,1,153,0,0,0,1,0,0.0024,Medium
34,8,171,2,2.2,2,569,1,0,0,1,0,0.0129,Very_High
54,30,79,4,1.6,2,0,0,0,0,1,0,0.0203,Medium
64,39,24,4,0.6,2,0,0,0,0,0,0,0.025,Low
58,34,90,1,3.6,2,0,1,0,0,0,0,0.04,High
25,0,39,3,2.4,2,0,0,0,0,1,0,0.0615,Low
50,25,9,2,0.0,1,0,0,1,0,0,0,0.0,Low
38,13,15,2,0.1,2,90,0,0,0,1,0,0.0067,Low
48,24,80,1,2.7,1,0,0,0,0,1,0,0.0338,Medium
41,15,63,1,0.7,3,79,0,0,0,0,1,0.0111,Medium
32,8,20,1,0.5,3,102,0,0,0,1,0,0.025,Low
46,22,43,2,2.1,3,0,0,1,1,1,1,0.0488,Medium
39,15,65,1,1.5,3,0,0,0,0,0,0,0.0231,Medium
39,15,91,2,1.7,2,151,0,0,0,0,0,0.0187,High
63,39,53,1,0.8,1,0,0,0,0,0,0,0.0151,Medium
58,32,110,3,1.7,2,0,0,0,0,0,0,0.0155,High
28,4,82,3,1.5,1,103,0,0,0,1,0,0.0183,High
36,11,23,4,0.2,3,0,0,0,0,1,0,0.0087,Low
43,19,172,2,6.67,1,0,0,0,0,1,0,0.0388,Very_High
36,12,88,2,2.7,1,0,0,0,0,1,0,0.0307,High
44,18,71,2,0.8,3,0,0,0,0,1,0,0.0113,Medium
31,5,180,1,2.9,3,144,1,1,0,0,0,0.0161,Very_High
45,21,39,2,2.1,3,184,0,0,0,0,1,0.0538,Low
39,13,94,1,1.5,3,0,0,0,0,0,1,0.016,High
43,16,25,3,1.0,2,0,0,0,0,1,0,0.04,Low
40,15,10,2,0.0,3,102,0,0,0,1,0,0.0,Low
30,5,42,1,1.0,1,184,0,0,0,0,0,0.0238,Medium
58,33,142,2,3.9,1,0,0,0,0,0,1,0.0275,Very_High
46,21,34,2,1.3,1,0,0,0,0,1,0,0.0382,Low
35,10,139,1,4.6,1,0,0,0,0,0,0,0.0331,Very_High
30,4,154,2,4.5,1,207,0,0,0,1,0,0.0292,Very_High
34,8,40,2,2.0,3,89,0,0,0,0,0,0.05,Low
62,32,33,1,1.5,3,140,0,0,0,1,1,0.0455,Low
58,34,80,2,1.6,1,0,0,0,0,1,1,0.02,Medium
45,18,10,3,0.67,2,100,0,0,0,1,0,0.067,Low
42,16,41,3,0.5,3,0,0,0,0,1,0,0.0122,Medium
60,36,30,4,1.3,1,118,0,0,0,1,1,0.0433,Low
55,29,78,1,0.8,3,190,0,0,0,1,0,0.0103,Medium
45,21,164,1,5.0,1,0,0,0,0,0,1,0.0305,Very_High
52,27,23,1,0.4,3,0,0,0,0,0,0,0.0174,Low
31,7,149,1,6.0,1,0,0,0,0,0,0,0.0403,Very_High
60,34,25,4,0.7,3,0,0,0,0,1,0,0.028,Low
33,9,42,1,2.1,3,0,0,0,0,1,0,0.05,Medium
37,11,71,1,2.5,1,185,0,0,0,1,1,0.0352,Medium
59,34,114,3,4.2,2,0,1,0,0,1,0,0.0368,High
51,26,70,1,2.8,2,0,0,0,0,1,1,0.04,Medium
47,23,149,4,6.1,1,0,1,0,0,0,1,0.0409,Very_High
60,33,55,4,2.5,2,0,0,0,0,1,0,0.0455,Medium
61,36,29,1,1.3,1,0,0,0,0,0,0,0.0448,Low
64,40,123,1,3.8,1,0,0,0,0,1,1,0.0309,High
46,20,152,1,7.4,3,374,1,0,1,1,1,0.0487,Very_High
31,7,8,4,0.7,2,0,0,0,0,0,0,0.0875,Low
57,32,69,4,0.7,1,245,0,0,0,0,0,0.0101,Medium
48,23,161,4,7.9,3,310,1,0,0,0,0,0.0491,Very_High
48,23,79,1,0.2,2,0,0,0,0,0,0,0.0025,Medium
35,10,105,1,4.6,1,0,0,0,0,0,0,0.0438,High
33,8,39,3,2.3,1,0,0,0,0,0,0,0.059,Low
47,23,163,1,5.0,1,0,0,0,0,0,0,0.0307,Very_High
46,20,9,1,0.2,1,0,0,0,0,1,0,0.0222,Low
44,20,71,4,2.0,3,0,0,0,0,0,1,0.0282,Medium
42,18,51,3,2.1,3,0,0,0,0,0,0,0.0412,Medium
50,24,32,1,1.4,3,167,0,0,0,0,0,0.0438,Low
52,26,161,4,4.3,1,0,1,0,1,1,1,0.0267,Very_High
53,27,60,1,0.2,1,0,0,0,0,1,0,0.0033,Medium
37,10,35,4,1.0,2,0,0,0,0,0,0,0.0286,Low
64,40,41,4,1.2,2,0,0,0,0,1,0,0.0293,Medium
46,22,73,2,1.7,1,216,0,0,0,1,0,0.0233,Medium
57,33,49,4,1.5,1,214,0,1,1,1,1,0.0306,Medium
61,35,79,2,2.0,1,194,0,0,0,1,1,0.0253,Medium
42,18,120,2,7.5,1,0,0,1,0,0,0,0.0625,High
40,16,60,2,3.2,1,0,0,0,0,0,0,0.0533,Medium
33,8,78,3,0.6,2,0,0,0,0,1,0,0.0077,Medium
50,26,40,4,1.1,2,131,0,0,0,0,0,0.0275,Low
52,26,110,2,5.4,3,204,1,1,1,1,0,0.0491,High
35,11,160,4,5.7,3,0,1,1,0,0,0,0.0356,Very_High
57,32,68,4,0.7,1,191,0,0,0,1,1,0.0103,Medium
56,31,49,2,1.6,3,103,0,0,0,1,0,0.0327,Medium
44,20,65,2,2.5,1,0,0,0,0,1,0,0.0385,Medium
23,0,55,3,2.4,2,145,0,0,0,1,0,0.0436,Medium
33,8,62,3,2.3,1,98,0,0,0,0,1,0.0371,Medium
48,22,152,1,0.0,1,0,0,0,0,0,0,0.0,Very_High
45,18,42,3,2.5,2,0,0,0,0,0,0,0.0595,Medium
54,28,39,4,0.7,2,0,0,0,0,1,0,0.0179,Low
42,17,111,3,3.0,1,0,1,1,1,0,1,0.027,High
47,21,82,3,2.1,1,0,0,0,0,0,0,0.0256,High
61,36,108,4,3.4,2,0,0,0,0,1,0,0.0315,High
53,27,59,2,0.8,3,0,0,0,0,1,0,0.0136,Medium
56,30,61,3,2.5,1,193,0,0,0,1,0,0.041,Medium
33,6,78,4,2.0,2,0,0,1,0,1,0,0.0256,Medium
44,18,18,2,0.1,3,0,0,0,0,1,0,0.0056,Low
63,37,113,4,1.7,3,0,0,0,0,1,1,0.015,High
47,20,62,1,2.67,2,0,0,0,0,1,0,0.0431,Medium
50,24,81,1,4.9,1,248,0,0,0,1,0,0.0605,High
49,25,13,3,0.4,1,106,0,0,0,1,0,0.0308,Low
34,9,75,1,2.8,1,194,0,0,0,0,0,0.0373,Medium
40,14,33,2,0.8,3,89,0,0,0,1,0,0.0242,Low
38,13,179,1,4.1,1,0,0,0,0,1,0,0.0229,Very_High
51,26,69,3,2.0,2,0,0,0,0,1,0,0.029,Medium
28,4,45,1,1.0,3,0,0,0,0,1,0,0.0222,Medium
52,26,59,3,3.0,2,0,0,0,0,1,0,0.0508,Medium
39,13,81,2,2.8,1,0,0,0,0,1,0,0.0346,High
29,5,133,1,5.4,1,212,0,0,0,1,0,0.0406,Very_High
54,29,81,2,0.0,3,0,0,0,0,1,0,0.0,High
63,38,14,4,0.4,2,86,0,0,0,1,1,0.0286,Low
40,14,28,2,0.8,3,0,0,0,0,0,0,0.0286,Low
36,12,93,2,2.2,1,0,0,0,0,1,0,0.0237,High
45,20,191,3,2.6,3,123,1,0,0,0,0,0.0136,Very_High
61,37,155,1,2.9,1,0,0,0,0,1,0,0.0187,Very_High
26,0,155,2,7.2,1,0,0,0,0,0,0,0.0465,Very_High
33,8,68,4,1.3,1,0,0,0,0,1,0,0.0191,Medium
64,40,52,2,1.1,1,226,0,0,0,0,0,0.0212,Medium
43,17,51,1,0.7,3,0,0,0,0,0,0,0.0137,Medium
24,0,44,4,1.6,1,180,0,0,0,1,0,0.0364,Medium
30,5,121,2,3.1,1,408,0,0,0,1,0,0.0256,High
60,36,49,4,2.2,1,204,0,1,0,1,0,0.0449,Medium
50,26,42,2,1.0,3,78,0,1,0,1,0,0.0238,Medium
40,15,144,1,4.1,1,0,0,0,0,0,0,0.0285,Very_High
31,6,72,1,2.6,2,0,0,0,0,1,0,0.0361,Medium
30,4,44,1,1.5,1,109,0,0,0,0,0,0.0341,Medium
60,35,43,3,0.9,3,175,0,0,0,0,0,0.0209,Medium
39,14,74,1,0.1,2,144,0,1,0,1,0,0.0014,Medium
66,41,145,1,2.5,1,0,0,0,0,1,0,0.0172,Very_High
65,41,158,2,2.1,1,0,0,0,0,0,0,0.0133,Very_High
54,28,78,4,4.9,1,0,0,0,0,0,0,0.0628,Medium
54,29,154,1,2.4,2,352,1,0,0,1,0,0.0156,Very_High
35,9,105,2,4.5,3,0,0,0,0,0,0,0.0429,High
32,7,100,3,0.6,2,0,0,0,0,1,0,0.006,High
63,39,58,1,0.0,2,0,0,0,0,1,0,0.0,Medium
60,35,113,1,0.9,1,406,0,0,0,1,0,0.008,High
43,18,10,2,0.1,2,0,0,1,0,0,1,0.01,Low
59,33,142,2,2.7,1,0,0,0,0,0,0,0.019,Very_High
62,37,128,1,2.5,1,0,0,0,0,0,0,0.0195,High
30,5,131,3,0.5,3,0,1,0,0,0,0,0.0038,Very_High
54,30,88,4,1.0,2,122,0,0,0,1,0,0.0114,High
30,6,101,2,0.6,1,0,0,0,0,1,0,0.0059,High
31,1,70,2,1.75,3,0,0,0,1,1,1,0.025,Medium
44,20,122,1,0.3,1,0,0,1,0,1,0,0.0025,High
32,8,70,3,1.5,1,0,0,0,0,1,0,0.0214,Medium
63,38,148,2,4.3,3,0,1,0,0,1,0,0.0291,Very_High
57,32,43,2,2.1,3,166,0,0,0,1,0,0.0488,Medium
60,30,31,1,1.5,3,0,0,0,0,1,0,0.0484,Low
37,11,35,2,0.8,3,0,0,0,0,0,0,0.0229,Low
53,27,81,4,2.6,3,0,0,0,0,1,0,0.0321,High
51,25,19,1,1.4,3,98,0,0,0,0,0,0.0737,Low
30,5,98,4,1.8,3,129,0,1,1,1,1,0.0184,High
28,2,101,4,2.1,3,0,0,0,0,1,0,0.0208,High
50,24,81,2,0.4,3,0,0,0,0,0,0,0.0049,High
52,27,135,1,0.6,1,452,0,0,0,1,0,0.0044,Very_High
56,30,34,2,0.7,2,0,0,0,0,1,0,0.0206,Low
40,16,104,1,3.4,1,249,0,0,0,0,0,0.0327,High
64,38,29,3,0.7,2,0,0,0,0,1,0,0.0241,Low
61,36,119,2,5.4,2,0,1,0,0,1,0,0.0454,High
46,20,82,2,1.7,2,0,0,0,0,1,1,0.0207,High
55,29,62,1,0.2,1,0,0,0,0,1,0,0.0032,Medium
45,19,85,3,2.1,1,0,0,0,0,1,1,0.0247,High
40,15,8,2,0.1,2,0,0,0,0,0,0,0.0125,Low
63,37,78,4,1.7,3,0,0,0,0,1,0,0.0218,Medium
57,32,44,3,0.5,2,0,0,0,0,1,0,0.0114,Medium
38,14,122,2,8.0,1,0,0,0,0,1,1,0.0656,High
37,11,22,3,0.1,2,114,0,0,0,0,0,0.0045,Low
31,5,39,4,2.2,2,0,0,0,0,1,1,0.0564,Low
50,26,55,1,1.6,2,0,0,0,0,1,0,0.0291,Medium
42,18,144,2,6.1,1,158,0,0,0,0,0,0.0424,Very_High
51,27,71,1,2.6,2,0,0,0,0,0,1,0.0366,Medium
38,13,191,2,3.0,1,0,0,0,0,1,0,0.0157,Very_High
53,26,22,1,0.5,2,100,0,0,0,1,0,0.0227,Low
43,17,158,1,2.4,1,0,0,0,0,1,0,0.0152,Very_High
35,9,131,3,0.3,3,0,1,0,1,1,1,0.0023,Very_High
49,24,75,1,2.8,2,160,0,0,0,0,1,0.0373,Medium
28,4,69,3,0.7,2,170,0,0,0,0,0,0.0101,Medium
51,27,39,2,0.8,1,0,0,0,0,0,0,0.0205,Low
39,14,34,4,1.7,1,0,0,0,0,1,1,0.05,Low
31,7,32,1,1.7,1,0,0,0,0,1,0,0.0531,Low
44,18,129,1,5.7,1,0,0,0,0,1,0,0.0442,High
46,20,158,3,5.4,1,432,1,0,0,0,1,0.0342,Very_High
42,18,54,1,1.8,1,0,0,0,0,1,0,0.0333,Medium
41,17,34,1,2.0,2,0,0,0,0,0,0,0.0588,Low
23,0,45,4,0.6,2,0,0,0,0,1,1,0.0133,Medium
59,33,68,2,2.3,3,0,0,1,0,0,0,0.0338,Medium
47,21,53,1,1.5,2,0,0,0,0,1,0,0.0283,Medium
48,23,32,1,0.1,1,0,0,0,0,0,1,0.0031,Low
58,33,173,2,7.2,3,0,1,0,0,1,0,0.0416,Very_High
58,34,31,4,0.4,1,0,0,0,0,0,0,0.0129,Low
54,29,72,2,3.7,1,144,0,0,0,1,0,0.0514,Medium
49,24,30,4,0.4,2,157,0,0,1,1,1,0.0133,Low
63,38,138,1,2.5,1,0,0,0,0,1,0,0.0181,Very_High
62,37,18,1,1.5,2,127,0,0,0,0,0,0.0833,Low
45,19,69,1,2.8,1,220,0,0,0,1,1,0.0406,Medium
39,13,58,3,2.1,1,247,0,0,0,1,0,0.0362,Medium
58,34,63,4,1.5,1,0,0,0,0,1,0,0.0238,Medium
56,30,43,2,0.3,1,0,0,1,0,0,0,0.007,Medium
29,5,28,1,0.2,3,0,0,0,0,1,0,0.0071,Low
33,9,38,1,2.1,3,133,0,0,0,0,0,0.0553,Low
55,29,72,3,0.3,2,147,0,0,0,0,0,0.0042,Medium
56,31,64,4,0.9,1,0,0,0,0,1,0,0.0141,Medium
36,12,70,3,2.6,2,165,0,0,0,1,0,0.0371,Medium
53,29,12,1,0.3,1,0,0,0,0,0,0,0.025,Low
57,31,159,2,0.5,1,0,0,0,0,0,0,0.0031,Very_High
35,9,103,2,4.5,3,0,0,0,0,1,0,0.0437,High
43,18,42,1,0.3,3,0,0,0,0,1,0,0.0071,Medium
54,29,48,2,2.1,3,142,0,0,0,1,0,0.0438,Medium
29,3,49,1,1.5,1,0,0,0,0,0,0,0.0306,Medium
39,14,89,2,0.4,1,0,0,0,0,1,0,0.0045,High
32,8,22,4,0.7,2,0,0,0,0,1,1,0.0318,Low
51,27,10,2,0.2,1,86,0,0,0,0,0,0.02,Low
50,25,38,1,1.3,2,120,0,0,0,0,1,0.0342,Low
54,29,49,2,2.1,3,95,0,0,0,1,1,0.0429,Medium
38,12,30,2,1.4,3,0,0,0,0,0,1,0.0467,Low
32,7,82,1,2.6,2,240,0,0,1,1,1,0.0317,High
62,37,82,1,0.8,3,312,0,0,0,1,0,0.0098,High
57,33,24,1,0.1,2,0,0,0,0,0,0,0.0042,Low
47,23,32,4,0.6,1,156,0,0,0,1,1,0.0188,Low
51,25,34,3,0.9,3,111,0,0,0,1,0,0.0265,Low
54,27,195,2,4.75,2,477,1,0,0,0,0,0.0244,Very_High
26,1,61,4,2.2,1,119,0,0,0,0,0,0.0361,Medium
37,11,22,3,0.1,2,0,0,0,0,1,1,0.0045,Low
27,0,40,4,1.0,3,0,0,0,0,1,0,0.025,Low
63,38,50,2,2.8,1,205,0,0,0,0,0,0.056,Medium
62,36,35,2,0.7,3,0,0,1,0,0,1,0.02,Low
59,33,64,3,0.3,2,0,0,0,0,0,0,0.0047,Medium
32,7,49,3,2.3,1,0,0,0,0,1,0,0.0469,Medium
35,8,44,4,1.0,2,192,0,0,0,0,1,0.0227,Medium
56,31,65,2,3.7,1,0,0,0,0,1,0,0.0569,Medium
55,31,13,4,0.7,1,0,0,0,0,1,0,0.0538,Low
31,5,84,1,2.9,3,105,0,0,0,0,1,0.0345,High
54,29,28,4,0.2,2,101,0,0,0,1,0,0.0071,Low
58,32,108,3,4.4,1,0,0,0,0,1,0,0.0407,High
48,24,59,1,0.0,1,144,0,0,0,1,0,0.0,Medium
48,22,163,1,2.4,1,396,0,0,0,1,0,0.0147,Very_High
33,9,183,2,8.8,3,582,1,0,0,1,0,0.0481,Very_High
36,6,69,4,4.0,3,0,0,0,0,1,0,0.058,Medium
41,16,115,1,7.0,1,0,0,0,0,0,0,0.0609,High
55,31,130,4,6.5,1,0,1,0,0,0,1,0.05,High
63,37,185,2,7.9,2,358,1,0,0,1,0,0.0427,Very_High
53,29,118,2,0.3,1,0,0,0,0,1,0,0.0025,High
38,13,163,1,4.1,1,0,0,0,0,0,0,0.0252,Very_High
46,20,140,2,6.3,1,380,0,0,0,1,1,0.045,Very_High
59,33,91,2,0.7,2,0,0,0,0,1,1,0.0077,High
56,31,61,4,1.3,3,0,0,0,0,1,1,0.0213,Medium
59,35,168,4,4.1,2,0,1,0,0,1,0,0.0244,Very_High
39,13,69,3,0.9,2,0,0,0,0,0,0,0.013,Medium
47,21,22,1,0.2,1,104,0,0,0,0,0,0.0091,Low
47,22,53,1,0.3,1,213,0,0,0,0,0,0.0057,Medium
53,26,25,2,1.0,2,0,0,0,1,1,1,0.04,Low
36,9,115,4,2.2,2,0,1,0,0,0,0,0.0191,High
34,9,31,4,1.1,3,85,0,1,1,1,1,0.0355,Low
36,10,83,1,2.8,3,0,0,0,0,0,1,0.0337,High
60,34,152,2,6.9,1,0,0,0,0,0,0,0.0454,Very_High
45,20,30,1,0.1,1,0,0,0,0,1,0,0.0033,Low
27,3,34,1,0.2,3,0,0,0,0,1,1,0.0059,Low
47,22,44,1,1.4,3,0,0,0,0,1,1,0.0318,Medium
44,20,182,2,7.6,1,0,0,0,0,0,0,0.0418,Very_High
54,30,44,3,1.5,1,117,0,0,0,1,0,0.0341,Medium
57,33,122,2,6.0,1,153,0,1,1,1,1,0.0492,High
52,26,35,4,1.8,1,0,0,0,0,1,0,0.0514,Low
51,25,91,1,0.8,3,0,0,0,0,0,0,0.0088,High
57,32,30,2,2.0,2,0,0,0,0,0,0,0.0667,Low
65,39,53,1,2.5,3,0,0,0,0,1,0,0.0472,Medium
58,33,28,1,0.3,3,0,0,0,0,1,0,0.0107,Low
64,39,85,4,3.4,2,200,0,0,0,1,0,0.04,High
52,26,28,2,0.7,2,90,0,0,0,1,1,0.025,Low
58,34,41,4,0.4,1,177,0,0,0,1,0,0.0098,Medium
52,22,154,1,5.0,3,0,1,1,1,1,0,0.0325,Very_High
43,18,41,1,0.3,3,0,0,0,0,1,0,0.0073,Medium
56,32,33,3,1.5,1,0,0,0,0,0,0,0.0455,Low
37,12,182,3,5.8,3,0,1,0,0,1,0,0.0319,Very_High
53,27,59,2,0.8,3,0,0,0,0,1,0,0.0136,Medium
27,2,129,2,3.3,1,0,0,1,0,0,0,0.0256,High
53,27,35,3,0.9,3,136,0,0,0,1,0,0.0257,Low
42,16,185,3,2.2,2,0,1,1,1,1,1,0.0119,Very_High
58,34,45,4,1.3,2,201,0,0,0,0,0,0.0289,Medium
36,12,62,4,0.1,2,145,0,0,0,0,0,0.0016,Medium
53,28,183,3,8.2,3,467,1,0,1,1,1,0.0448,Very_High
48,22,14,2,0.1,3,0,0,0,0,1,0,0.0071,Low
54,28,53,1,2.2,3,0,0,0,0,1,1,0.0415,Medium
26,1,48,3,2.6,3,169,0,0,0,0,0,0.0542,Medium
50,26,128,2,0.4,1,0,0,0,0,1,0,0.0031,High
31,7,105,1,4.0,1,331,0,0,0,1,0,0.0381,High
35,9,40,3,0.9,1,0,0,0,0,1,1,0.0225,Low
63,37,10,2,0.4,1,0,0,0,0,1,0,0.04,Low
29,4,102,2,3.3,1,303,0,0,0,0,0,0.0324,High
57,32,31,3,0.1,2,0,0,0,0,1,0,0.0032,Low
30,5,30,4,0.8,1,158,0,0,0,1,0,0.0267,Low
33,7,21,1,0.6,3,0,0,1,0,0,0,0.0286,Low
62,36,44,2,0.3,1,0,0,0,0,0,0,0.0068,Medium
35,10,48,1,2.5,3,164,0,0,0,1,0,0.0521,Medium
37,11,21,3,0.2,2,0,0,0,0,1,0,0.0095,Low
37,11,84,4,2.2,2,0,0,0,0,1,1,0.0262,High
35,10,64,3,0.7,2,230,0,0,0,1,0,0.0109,Medium
35,9,82,1,2.5,1,138,0,0,0,0,0,0.0305,High
59,35,39,4,1.3,1,0,0,0,0,1,0,0.0333,Low
53,27,45,2,0.8,3,0,0,0,0,1,1,0.0178,Medium
45,21,133,4,5.7,3,0,1,0,1,1,1,0.0429,Very_High
46,22,152,2,1.4,1,0,0,0,0,1,0,0.0092,Very_High
40,16,12,1,1.0,1,91,0,1,0,0,0,0.0833,Low
42,16,32,3,1.5,1,149,0,0,0,1,0,0.0469,Low
25,1,74,4,2.6,1,204,0,0,0,0,0,0.0351,Medium
39,14,54,2,1.1,2,159,0,0,0,0,1,0.0204,Medium
30,6,181,3,4.1,2,0,1,0,1,1,1,0.0227,Very_High
58,33,75,2,0.0,3,0,0,0,0,1,0,0.0,Medium
41,15,95,3,0.1,1,240,0,1,0,0,0,0.0011,High
37,11,190,4,7.3,2,565,1,0,1,1,0,0.0384,Very_High
36,11,90,1,2.8,1,0,0,0,0,1,0,0.0311,High
27,3,20,4,1.0,1,134,0,0,0,1,1,0.05,Low
60,34,64,3,2.2,3,0,0,0,0,0,0,0.0344,Medium
62,36,85,2,1.7,3,98,0,0,0,0,0,0.02,High
67,43,105,4,1.7,2,0,0,0,0,1,0,0.0162,High
44,18,21,1,0.2,1,0,0,0,0,1,0,0.0095,Low
24,0,78,2,1.8,2,0,0,0,0,0,0,0.0231,Medium
45,21,158,2,6.67,1,132,0,0,0,1,1,0.0422,Very_High
58,34,125,1,4.3,1,219,0,0,0,0,0,0.0344,High
61,36,81,3,1.8,2,0,0,0,0,1,0,0.0222,High
54,29,183,1,8.1,1,0,0,0,0,1,1,0.0443,Very_High
28,3,54,4,0.6,2,0,0,0,0,1,0,0.0111,Medium
49,24,79,4,3.6,3,212,0,0,0,1,0,0.0456,Medium
35,11,38,1,1.5,2,136,0,0,0,1,0,0.0395,Low
36,10,172,4,1.0,2,295,1,0,0,1,0,0.0058,Very_High
34,8,184,3,7.5,1,0,1,0,0,0,0,0.0408,Very_High
36,11,158,2,7.8,1,114,0,0,0,1,1,0.0494,Very_High
35,11,188,1,0.9,3,282,1,0,0,1,0,0.0048,Very_High
27,2,20,4,0.5,3,0,0,0,0,1,0,0.025,Low
42,18,60,4,0.2,3,151,0,0,0,0,1,0.0033,Medium
65,39,113,4,2.4,3,0,0,0,0,1,0,0.0212,High
29,5,70,4,0.0,1,0,0,0,0,1,1,0.0,Medium
65,41,84,2,0.0,3,0,0,0,0,1,1,0.0,High
59,33,23,2,0.2,3,0,0,0,0,1,0,0.0087,Low
46,22,141,2,3.3,1,0,0,1,1,1,1,0.0234,Very_High
59,33,110,3,4.4,1,264,0,0,0,1,0,0.04,High
52,26,31,4,1.8,1,0,0,0,0,1,1,0.0581,Low
60,35,22,1,1.3,1,80,0,0,0,0,0,0.0591,Low
43,17,91,1,5.2,1,0,0,1,0,0,0,0.0571,High
65,39,82,4,2.4,3,252,0,0,0,1,0,0.0293,High
50,26,23,1,0.3,1,0,0,0,0,0,0,0.013,Low
48,23,35,1,0.1,1,0,0,1,0,1,0,0.0029,Low
49,25,114,1,2.5,3,0,1,0,0,1,0,0.0219,High
58,33,18,3,0.1,2,0,0,0,0,1,1,0.0056,Low
24,0,80,2,1.6,3,238,0,0,0,0,0,0.02,Medium
58,32,74,2,2.3,3,0,0,0,0,0,1,0.0311,Medium
45,19,122,4,4.1,2,0,1,0,0,1,0,0.0336,High
42,15,73,3,2.33,2,0,0,0,0,0,0,0.0319,Medium
64,40,40,2,1.1,1,0,0,0,0,1,0,0.0275,Low
49,25,55,4,0.1,3,0,0,0,0,1,0,0.0018,Medium
55,31,69,1,2.7,2,0,0,1,0,0,1,0.0391,Medium
40,14,92,4,1.4,2,0,0,0,0,1,0,0.0152,High
28,2,48,4,2.1,3,0,0,0,0,1,1,0.0438,Medium
57,31,113,4,0.6,3,327,1,0,0,1,0,0.0053,High
50,25,58,1,1.3,2,0,0,0,0,1,0,0.0224,Medium
40,16,109,2,2.2,1,0,0,0,0,1,0,0.0202,High
55,28,39,3,1.0,2,0,0,0,0,1,1,0.0256,Low
53,29,33,3,1.9,2,144,0,0,0,0,0,0.0576,Low
48,24,18,4,0.2,1,0,0,0,0,1,1,0.0111,Low
59,33,63,1,1.6,1,0,0,0,0,1,1,0.0254,Medium
58,32,43,1,2.8,2,0,0,0,0,1,0,0.0651,Medium
38,14,70,4,2.0,3,0,0,0,0,1,0,0.0286,Medium
49,25,19,1,0.9,3,0,0,0,0,0,0,0.0474,Low
60,36,39,4,1.3,2,140,0,0,0,1,0,0.0333,Low
54,28,81,3,0.8,1,0,0,0,0,0,0,0.0099,High
28,2,34,4,1.3,3,0,0,0,0,0,0,0.0382,Low
27,1,140,1,5.9,2,175,1,1,1,1,0,0.0421,Very_High
42,18,114,1,0.3,1,0,0,0,0,0,0,0.0026,High
52,28,55,2,3.2,3,151,0,0,0,0,0,0.0582,Medium
54,30,21,1,0.1,2,76,0,0,0,1,0,0.0048,Low
56,30,50,4,2.8,2,0,0,1,0,1,0,0.056,Medium
58,34,41,3,1.5,1,0,0,0,0,1,1,0.0366,Medium
56,32,190,3,2.2,1,0,1,0,1,1,0,0.0116,Very_High
64,40,8,2,0.3,3,0,0,0,0,1,0,0.0375,Low
35,8,55,2,1.67,2,0,0,0,0,1,0,0.0304,Medium
45,20,40,2,1.3,1,0,0,0,0,0,1,0.0325,Low
57,32,22,3,0.1,2,0,0,0,0,1,0,0.0045,Low
